SalesOrderID,OrderDate,TotalDue,Territorio
43778,2022-06-18,3756.989,Australia
43779,2022-06-18,772.5036,Australia
43780,2022-06-19,3953.9884,France
43781,2022-06-19,3953.9884,Australia
43782,2022-06-19,3953.9884,Australia
43783,2022-06-19,3953.9884,Australia
43784,2022-06-20,3953.9884,Southwest
43785,2022-06-20,3953.9884,France
43786,2022-06-20,3953.9884,France
43787,2022-06-20,3756.989,Germany
43788,2022-06-20,3729.364,United Kingdom
43789,2022-06-20,3729.364,Northwest
43790,2022-06-20,3756.989,Northwest
43791,2022-06-20,3953.9884,Australia
43792,2022-06-20,3953.9884,Australia
43793,2022-06-20,3756.989,Australia
43794,2022-06-20,3756.989,Australia
43795,2022-06-21,3953.9884,Southwest
43796,2022-06-21,772.5036,France
43797,2022-06-21,3953.9884,Australia
43798,2022-06-21,3953.9884,Australia
43799,2022-06-21,3953.9884,Australia
43800,2022-06-22,3953.9884,Canada
43801,2022-06-22,3953.9884,United Kingdom
43802,2022-06-22,3953.9884,France
43803,2022-06-23,3953.9884,Canada
43804,2022-06-23,3953.9884,United Kingdom
43805,2022-06-23,772.5036,Northwest
43806,2022-06-23,3953.9884,Australia
43807,2022-06-24,3953.9884,France
43808,2022-06-24,3953.9884,Germany
43809,2022-06-24,3953.9884,Australia
43810,2022-06-24,3756.989,Australia
43811,2022-06-24,3756.989,Australia
43812,2022-06-25,3953.9884,Southwest
43813,2022-06-25,3729.364,France
43814,2022-06-25,3729.364,Northwest
43815,2022-06-25,3953.9884,Australia
43816,2022-06-25,3953.9884,Australia
43817,2022-06-25,3953.9884,Australia
43818,2022-06-25,3953.9884,Australia
43819,2022-06-25,3756.989,Australia
43820,2022-06-26,3953.9884,Southwest
43821,2022-06-26,3953.9884,Southwest
43822,2022-06-26,3953.9884,Southwest
43823,2022-06-26,772.5036,United Kingdom
43824,2022-06-26,772.5036,Northwest
43825,2022-06-26,3953.9884,Australia
43826,2022-06-26,3729.364,Australia
43827,2022-06-26,772.5036,Australia
43828,2022-06-27,3953.9884,Northwest
43829,2022-06-27,3953.9884,Southwest
43830,2022-06-27,3953.9884,Australia
43831,2022-06-27,3729.364,Australia
43832,2022-06-27,3953.9884,United Kingdom
43833,2022-06-28,3953.9884,Canada
43834,2022-06-28,3729.364,France
43835,2022-06-28,3729.364,Canada
43836,2022-06-28,772.5036,Canada
43837,2022-06-28,3729.364,Australia
43838,2022-06-29,3953.9884,Southwest
43839,2022-06-29,3953.9884,Northwest
43840,2022-06-29,772.5036,France
43841,2022-06-29,3953.9884,Germany
43842,2022-06-29,3953.9884,Australia
43843,2022-06-30,37106.2915,Central
43844,2022-06-30,22801.4324,Canada
43845,2022-06-30,9661.1367,Southeast
43846,2022-06-30,1038.5162,Canada
43847,2022-06-30,1022.9155,Canada
43848,2022-06-30,20571.9592,Northwest
43849,2022-06-30,23130.2957,Northwest
43850,2022-06-30,11473.9009,Canada
43851,2022-06-30,7638.8584,Northeast
43852,2022-06-30,2280.1432,Canada
43853,2022-06-30,29675.6422,Canada
43854,2022-06-30,1970.036,Canada
43855,2022-06-30,12382.9248,Canada
43856,2022-06-30,2292.84,Canada
43857,2022-06-30,8090.9178,Canada
43858,2022-06-30,15423.0001,Northeast
43859,2022-06-30,4404.1073,Southwest
43860,2022-06-30,12381.0798,Northwest
43861,2022-06-30,26346.8927,Southeast
43862,2022-06-30,34922.3602,Southeast
43863,2022-06-30,1935.4159,Southwest
43864,2022-06-30,43335.7219,Southwest
43865,2022-06-30,14860.6446,Southwest
43866,2022-06-30,4589.8732,Northwest
43867,2022-06-30,36806.4892,Northwest
43868,2022-06-30,2417.4793,Canada
43869,2022-06-30,55408.1581,Northwest
43870,2022-06-30,4859.8668,Northeast
43871,2022-06-30,10580.0803,Central
43872,2022-06-30,13042.6279,Southwest
43873,2022-06-30,46465.9531,Southwest
43874,2022-06-30,472.3108,Central
43875,2022-06-30,137343.2877,Southeast
43876,2022-06-30,8036.8834,Northeast
43877,2022-06-30,23223.5397,Northwest
43878,2022-06-30,4594.0664,Northeast
43879,2022-06-30,24459.114,Canada
43880,2022-06-30,17433.1351,Canada
43881,2022-06-30,43706.8175,Central
43882,2022-06-30,2280.1432,Canada
43883,2022-06-30,20634.6499,Northeast
43884,2022-06-30,130416.4829,Central
43885,2022-06-30,76.1805,Southwest
43886,2022-06-30,19543.315,Canada
43887,2022-06-30,472.3108,Southeast
43888,2022-06-30,16255.1776,Canada
43889,2022-06-30,2344.3852,Canada
43890,2022-06-30,84686.9878,Canada
43891,2022-06-30,36672.3922,Canada
43892,2022-06-30,18627.7044,Southwest
43893,2022-06-30,472.3108,Canada
43894,2022-06-30,36585.904,Northwest
43895,2022-06-30,36556.8816,Northwest
43896,2022-06-30,4891.9878,Southwest
43897,2022-06-30,57683.2312,Southwest
43898,2022-06-30,57391.4284,Canada
43899,2022-06-30,13449.1563,Central
43900,2022-06-30,38990.6256,Southeast
43901,2022-06-30,25575.0,Southwest
43902,2022-06-30,59486.4175,Southeast
43903,2022-06-30,22.3061,Southeast
43904,2022-06-30,12796.5962,Southwest
43905,2022-06-30,11128.3803,Southeast
43906,2022-06-30,37121.6273,Southwest
43907,2022-06-30,16508.0083,Northeast
43908,2022-06-30,2884.8375,Northeast
43909,2022-06-30,28723.5473,Northwest
43910,2022-06-30,21862.8919,Southeast
43911,2022-06-30,22224.2255,Northwest
43912,2022-06-30,14730.6466,Southwest
43913,2022-06-30,41347.1129,Southwest
43914,2022-06-30,9179.7465,Northwest
43915,2022-06-30,4560.2864,Central
43916,2022-06-30,44423.5959,Central
43917,2022-06-30,24047.8587,Northwest
43918,2022-06-30,3953.9884,Canada
43919,2022-06-30,3953.9884,France
43920,2022-06-30,3953.9884,Southwest
43921,2022-06-30,3953.9884,Australia
43922,2022-06-30,3953.9884,Germany
43923,2022-07-01,3953.9884,Southwest
43924,2022-07-01,3953.9884,France
43925,2022-07-01,3953.9884,Australia
43926,2022-07-02,3729.364,Australia
43927,2022-07-02,3953.9884,Australia
43928,2022-07-02,3953.9884,Australia
43929,2022-07-02,772.5036,Australia
43930,2022-07-03,3953.9884,Southwest
43931,2022-07-03,3953.9884,Germany
43932,2022-07-03,3953.9884,Australia
43933,2022-07-03,3756.989,Australia
43934,2022-07-03,3756.989,Australia
43935,2022-07-04,772.5036,United Kingdom
43936,2022-07-04,3953.9884,Southwest
43937,2022-07-04,3953.9884,Australia
43938,2022-07-04,3953.9884,Australia
43939,2022-07-04,3953.9884,Australia
43940,2022-07-04,772.5036,Australia
43941,2022-07-05,3953.9884,United Kingdom
43942,2022-07-05,3953.9884,Australia
43943,2022-07-05,772.5036,Southwest
43944,2022-07-05,3756.989,Australia
43945,2022-07-05,3953.9884,Australia
43946,2022-07-05,3953.9884,Australia
43947,2022-07-05,3953.9884,Australia
43948,2022-07-05,3756.989,Australia
43949,2022-07-06,3953.9884,Southwest
43950,2022-07-06,3953.9884,Southwest
43951,2022-07-06,3953.9884,Australia
43952,2022-07-06,3953.9884,Australia
43953,2022-07-07,772.5036,United Kingdom
43954,2022-07-07,3953.9884,United Kingdom
43955,2022-07-07,3953.9884,United Kingdom
43956,2022-07-07,3756.989,Australia
43957,2022-07-08,3953.9884,Southwest
43958,2022-07-08,3953.9884,Australia
43959,2022-07-08,3729.364,Australia
43960,2022-07-08,3729.364,Australia
43961,2022-07-09,3953.9884,Southwest
43962,2022-07-09,3953.9884,Southwest
43963,2022-07-09,3953.9884,Australia
43964,2022-07-09,3953.9884,Australia
43965,2022-07-09,3729.364,Australia
43966,2022-07-09,3756.989,Australia
43967,2022-07-10,3953.9884,Northwest
43968,2022-07-10,3953.9884,Southwest
43969,2022-07-10,3953.9884,Southwest
43970,2022-07-10,3953.9884,Australia
43971,2022-07-10,3953.9884,Australia
43972,2022-07-11,3953.9884,Canada
43973,2022-07-11,3953.9884,Southwest
43974,2022-07-11,3953.9884,United Kingdom
43975,2022-07-11,3953.9884,Germany
43976,2022-07-11,3953.9884,Southwest
43977,2022-07-11,3953.9884,Australia
43978,2022-07-12,3953.9884,Northwest
43979,2022-07-12,772.5036,Northwest
43980,2022-07-12,3729.364,Australia
43981,2022-07-12,3953.9884,Australia
43982,2022-07-12,772.5036,Australia
43983,2022-07-13,3953.9884,Northwest
43984,2022-07-13,3953.9884,Germany
43985,2022-07-13,3953.9884,Germany
43986,2022-07-13,3953.9884,Southwest
43987,2022-07-14,3953.9884,Southwest
43988,2022-07-14,3756.989,United Kingdom
43989,2022-07-14,3953.9884,Southwest
43990,2022-07-14,3756.989,Northwest
43991,2022-07-14,3953.9884,Australia
43992,2022-07-14,3953.9884,Australia
43993,2022-07-16,3953.9884,Australia
43994,2022-07-17,3953.9884,Southwest
43995,2022-07-17,3953.9884,Canada
43996,2022-07-17,3953.9884,Southwest
43997,2022-07-17,3953.9884,Southwest
43998,2022-07-17,3729.364,Australia
43999,2022-07-17,3953.9884,Northwest
44000,2022-07-18,3953.9884,Southwest
44001,2022-07-18,3953.9884,Southwest
44002,2022-07-18,772.5036,Southwest
44003,2022-07-18,772.5036,Germany
44004,2022-07-18,3953.9884,Southwest
44005,2022-07-18,772.5036,Canada
44006,2022-07-18,3953.9884,Australia
44007,2022-07-18,772.5036,Australia
44008,2022-07-19,3953.9884,Northwest
44009,2022-07-19,3953.9884,Northwest
44010,2022-07-19,3953.9884,United Kingdom
44011,2022-07-19,3953.9884,Germany
44012,2022-07-19,3729.364,Australia
44013,2022-07-19,3953.9884,Australia
44014,2022-07-20,3953.9884,Southwest
44015,2022-07-20,3953.9884,United Kingdom
44016,2022-07-20,3729.364,United Kingdom
44017,2022-07-20,3953.9884,Northwest
44018,2022-07-20,3729.364,Northwest
44019,2022-07-20,3953.9884,Australia
44020,2022-07-20,3953.9884,Australia
44021,2022-07-20,3729.364,Australia
44022,2022-07-21,3953.9884,Canada
44023,2022-07-21,3729.364,Canada
44024,2022-07-21,3953.9884,Australia
44025,2022-07-21,3953.9884,Australia
44026,2022-07-21,3953.9884,Australia
44027,2022-07-22,3953.9884,Canada
44028,2022-07-22,3953.9884,Australia
44029,2022-07-22,3729.364,Australia
44030,2022-07-23,3953.9884,France
44031,2022-07-23,3953.9884,United Kingdom
44032,2022-07-23,3756.989,United Kingdom
44033,2022-07-23,3953.9884,Australia
44034,2022-07-23,3953.9884,Australia
44035,2022-07-23,3953.9884,Australia
44036,2022-07-23,3953.9884,Australia
44037,2022-07-23,772.5036,Australia
44038,2022-07-23,3756.989,Southwest
44039,2022-07-24,772.5036,France
44040,2022-07-24,3729.364,Australia
44041,2022-07-24,3953.9884,Australia
44042,2022-07-25,3953.9884,United Kingdom
44043,2022-07-25,3953.9884,United Kingdom
44044,2022-07-25,3953.9884,United Kingdom
44045,2022-07-25,3756.989,France
44046,2022-07-25,3953.9884,Northwest
44047,2022-07-25,3756.989,Southwest
44048,2022-07-25,3953.9884,Australia
44049,2022-07-26,3953.9884,Germany
44050,2022-07-26,3953.9884,Australia
44051,2022-07-27,3953.9884,United Kingdom
44052,2022-07-27,3953.9884,Australia
44053,2022-07-28,772.5036,Germany
44054,2022-07-28,3953.9884,Germany
44055,2022-07-28,3953.9884,Germany
44056,2022-07-28,3953.9884,Germany
44057,2022-07-28,772.5036,Northwest
44058,2022-07-28,3729.364,Australia
44059,2022-07-28,3953.9884,Australia
44060,2022-07-28,772.5036,Australia
44061,2022-07-29,3953.9884,Northwest
44062,2022-07-29,3953.9884,Northwest
44063,2022-07-29,3756.989,United Kingdom
44064,2022-07-29,3953.9884,Canada
44065,2022-07-29,3953.9884,Southwest
44066,2022-07-29,3756.989,Southwest
44067,2022-07-29,3953.9884,Australia
44068,2022-07-30,3953.9884,Germany
44069,2022-07-30,3729.364,France
44070,2022-07-30,3729.364,Canada
44071,2022-07-30,3953.9884,Australia
44072,2022-07-30,3953.9884,Australia
44073,2022-07-30,3729.364,Australia
44074,2022-07-31,950.3979,Northeast
44075,2022-07-31,29779.1373,Northwest
44076,2022-07-31,4594.0664,Central
44077,2022-07-31,6872.9758,Canada
44078,2022-07-31,31591.9471,Northwest
44079,2022-07-31,28945.1938,Central
44080,2022-07-31,12.6968,Southwest
44081,2022-07-31,42277.1383,Canada
44082,2022-07-31,2297.0332,Canada
44083,2022-07-31,1533.1237,Canada
44084,2022-07-31,9154.353,Canada
44085,2022-07-31,23244.6509,Canada
44086,2022-07-31,83091.6136,Canada
44087,2022-07-31,5641.191,Southwest
44088,2022-07-31,472.3108,Southwest
44089,2022-07-31,2361.5536,Southwest
44090,2022-07-31,7487.8626,Southwest
44091,2022-07-31,5055.9137,Southwest
44092,2022-07-31,4592.0219,Southwest
44093,2022-07-31,12021.9591,Southwest
44094,2022-07-31,4594.0664,Canada
44095,2022-07-31,47689.0046,Southwest
44096,2022-07-31,9154.353,Central
44097,2022-07-31,6796.0326,Central
44098,2022-07-31,18431.4595,Southeast
44099,2022-07-31,14074.0241,Southwest
44100,2022-07-31,91512.8507,Northwest
44101,2022-07-31,11030.0547,Southeast
44102,2022-07-31,3955.642,Southeast
44103,2022-07-31,4294.4704,Canada
44104,2022-07-31,4594.0664,Canada
44105,2022-07-31,6870.0165,Central
44106,2022-07-31,472.3108,Southeast
44107,2022-07-31,18226.9096,Southwest
44108,2022-07-31,2442.3468,Southwest
44109,2022-07-31,15582.1001,Northwest
44110,2022-07-31,18768.2086,Central
44111,2022-07-31,13108.5134,Canada
44112,2022-07-31,36532.9619,Canada
44113,2022-07-31,45621.2458,Southwest
44114,2022-07-31,37706.6125,Northeast
44115,2022-07-31,75293.7194,Southwest
44116,2022-07-31,22915.4692,Southeast
44117,2022-07-31,14537.294,Northeast
44118,2022-07-31,3859.279,Central
44119,2022-07-31,55277.8557,Southwest
44120,2022-07-31,30375.6923,Southwest
44121,2022-07-31,72894.3213,Northwest
44122,2022-07-31,4577.1764,Southeast
44123,2022-07-31,985.018,Northeast
44124,2022-07-31,17387.3963,Southwest
44125,2022-07-31,2931.9869,Central
44126,2022-07-31,16060.3046,Northwest
44127,2022-07-31,102525.9874,Southwest
44128,2022-07-31,20874.6359,Southeast
44129,2022-07-31,62725.3407,Northeast
44130,2022-07-31,39881.9747,Southeast
44131,2022-07-31,23095.3463,Northeast
44132,2022-07-31,4560.2864,Southeast
44133,2022-07-31,28927.0463,Southeast
44134,2022-07-31,3953.9884,United Kingdom
44135,2022-07-31,3953.9884,Southwest
44136,2022-07-31,3953.9884,Canada
44137,2022-07-31,3953.9884,Australia
44138,2022-08-01,3953.9884,United Kingdom
44139,2022-08-01,3953.9884,United Kingdom
44140,2022-08-01,3953.9884,France
44141,2022-08-01,3953.9884,Germany
44142,2022-08-01,3953.9884,Canada
44143,2022-08-01,3953.9884,Southwest
44144,2022-08-01,3953.9884,Australia
44145,2022-08-01,3953.9884,Australia
44146,2022-08-01,3953.9884,Australia
44147,2022-08-01,3953.9884,Australia
44148,2022-08-02,3953.9884,Southwest
44149,2022-08-02,3953.9884,Australia
44150,2022-08-02,3953.9884,Australia
44151,2022-08-02,772.5036,Australia
44152,2022-08-03,3756.989,United Kingdom
44153,2022-08-03,3953.9884,Southwest
44154,2022-08-03,3953.9884,Northwest
44155,2022-08-03,3953.9884,Southwest
44156,2022-08-03,3756.989,Northwest
44157,2022-08-03,3953.9884,Australia
44158,2022-08-04,3953.9884,Germany
44159,2022-08-04,3953.9884,Southwest
44160,2022-08-04,3953.9884,Northwest
44161,2022-08-05,3953.9884,United Kingdom
44162,2022-08-05,3953.9884,Southwest
44163,2022-08-05,3953.9884,Southwest
44164,2022-08-05,3953.9884,Southwest
44165,2022-08-05,3953.9884,Australia
44166,2022-08-05,772.5036,Northwest
44167,2022-08-05,3953.9884,Australia
44168,2022-08-06,3953.9884,France
44169,2022-08-06,3953.9884,Northwest
44170,2022-08-06,3953.9884,Southwest
44171,2022-08-06,3953.9884,Southwest
44172,2022-08-06,772.5036,Southwest
44173,2022-08-07,3953.9884,United Kingdom
44174,2022-08-07,3953.9884,Australia
44175,2022-08-07,3953.9884,Australia
44176,2022-08-08,3953.9884,France
44177,2022-08-08,3729.364,United Kingdom
44178,2022-08-08,3953.9884,Southwest
44179,2022-08-08,3729.364,Northwest
44180,2022-08-08,3756.989,Australia
44181,2022-08-08,3953.9884,Australia
44182,2022-08-08,3953.9884,Australia
44183,2022-08-09,3953.9884,Southwest
44184,2022-08-09,3953.9884,Australia
44185,2022-08-09,3953.9884,Australia
44186,2022-08-11,3756.989,Southwest
44187,2022-08-11,3953.9884,Australia
44188,2022-08-12,772.5036,United Kingdom
44189,2022-08-12,772.5036,United Kingdom
44190,2022-08-12,3729.364,Australia
44191,2022-08-12,3953.9884,Australia
44192,2022-08-13,3953.9884,Germany
44193,2022-08-13,3953.9884,Southwest
44194,2022-08-13,3953.9884,Australia
44195,2022-08-13,3953.9884,Australia
44196,2022-08-13,3953.9884,Australia
44197,2022-08-14,3953.9884,Southwest
44198,2022-08-14,3953.9884,Southwest
44199,2022-08-14,3953.9884,Australia
44200,2022-08-14,3953.9884,Australia
44201,2022-08-15,3953.9884,France
44202,2022-08-15,3953.9884,Southwest
44203,2022-08-15,3953.9884,Southwest
44204,2022-08-15,772.5036,Southwest
44205,2022-08-15,3953.9884,Australia
44206,2022-08-16,3756.989,United Kingdom
44207,2022-08-16,3953.9884,Southwest
44208,2022-08-16,3756.989,Southwest
44209,2022-08-16,3953.9884,Australia
44210,2022-08-17,3953.9884,United Kingdom
44211,2022-08-17,3953.9884,Southwest
44212,2022-08-17,3953.9884,Southwest
44213,2022-08-17,3953.9884,Australia
44214,2022-08-17,3953.9884,Australia
44215,2022-08-18,3953.9884,Northwest
44216,2022-08-18,3953.9884,Germany
44217,2022-08-18,3953.9884,Northwest
44218,2022-08-18,3953.9884,Canada
44219,2022-08-18,772.5036,Southwest
44220,2022-08-18,3756.989,Australia
44221,2022-08-18,3953.9884,Australia
44222,2022-08-18,3953.9884,Australia
44223,2022-08-19,3953.9884,United Kingdom
44224,2022-08-19,3953.9884,Southwest
44225,2022-08-20,772.5036,United Kingdom
44226,2022-08-20,3953.9884,France
44227,2022-08-20,3729.364,France
44228,2022-08-20,3756.989,United Kingdom
44229,2022-08-20,3756.989,Northwest
44230,2022-08-20,3953.9884,Australia
44231,2022-08-20,772.5036,France
44232,2022-08-20,3953.9884,Australia
44233,2022-08-21,3953.9884,United Kingdom
44234,2022-08-21,3953.9884,Southwest
44235,2022-08-21,3953.9884,Canada
44236,2022-08-21,3953.9884,Northwest
44237,2022-08-21,3953.9884,Australia
44238,2022-08-21,3953.9884,Australia
44239,2022-08-22,3953.9884,France
44240,2022-08-22,3953.9884,Germany
44241,2022-08-22,3953.9884,Southwest
44242,2022-08-22,3953.9884,Northwest
44243,2022-08-22,3953.9884,Australia
44244,2022-08-22,3953.9884,Australia
44245,2022-08-22,772.5036,Australia
44246,2022-08-23,3953.9884,France
44247,2022-08-23,3953.9884,Australia
44248,2022-08-23,3953.9884,Australia
44249,2022-08-24,3953.9884,United Kingdom
44250,2022-08-24,3953.9884,Southwest
44251,2022-08-24,3953.9884,Southwest
44252,2022-08-25,3953.9884,United Kingdom
44253,2022-08-25,3953.9884,Southwest
44254,2022-08-25,3953.9884,Northwest
44255,2022-08-25,772.5036,Southwest
44256,2022-08-25,3953.9884,Australia
44257,2022-08-26,3953.9884,France
44258,2022-08-26,3953.9884,Germany
44259,2022-08-26,3953.9884,Northwest
44260,2022-08-26,3953.9884,Northwest
44261,2022-08-26,3953.9884,Canada
44262,2022-08-26,772.5036,United Kingdom
44263,2022-08-26,3953.9884,Australia
44264,2022-08-26,3953.9884,Australia
44265,2022-08-26,772.5036,Australia
44266,2022-08-26,772.5036,Australia
44267,2022-08-27,772.5036,Germany
44268,2022-08-27,3953.9884,United Kingdom
44269,2022-08-28,772.5036,Southwest
44270,2022-08-29,3953.9884,United Kingdom
44271,2022-08-29,3953.9884,United Kingdom
44272,2022-08-29,3953.9884,France
44273,2022-08-29,3953.9884,Southwest
44274,2022-08-29,3953.9884,Southwest
44275,2022-08-29,3953.9884,Australia
44276,2022-08-29,3953.9884,Australia
44277,2022-08-29,3953.9884,Australia
44278,2022-08-29,3953.9884,Australia
44279,2022-08-29,3953.9884,Australia
44280,2022-08-30,64.242,Northeast
44281,2022-08-30,472.3108,Southwest
44282,2022-08-30,45433.9629,Canada
44283,2022-08-30,49297.608,Canada
44284,2022-08-30,98932.197,Northwest
44285,2022-08-30,65037.6996,Northwest
44286,2022-08-30,6236.3616,Southwest
44287,2022-08-30,18344.6411,Central
44288,2022-08-30,49346.3436,Canada
44289,2022-08-30,4596.2216,Central
44290,2022-08-30,4331.5897,Southwest
44291,2022-08-30,5093.9316,Northwest
44292,2022-08-30,3865.0555,Central
44293,2022-08-30,27005.1224,Northeast
44294,2022-08-30,69900.1415,Canada
44295,2022-08-30,10668.6138,Canada
44296,2022-08-30,36463.5495,Central
44297,2022-08-30,11519.8817,Southeast
44298,2022-08-30,31153.3874,Canada
44299,2022-08-30,35609.3132,Southwest
44300,2022-08-30,8785.1473,Canada
44301,2022-08-30,33197.1756,Southwest
44302,2022-08-30,2417.4793,Southeast
44303,2022-08-30,6.3484,Northeast
44304,2022-08-30,42234.8895,Southeast
44305,2022-08-30,21262.657,Southeast
44306,2022-08-30,20995.4191,Southeast
44307,2022-08-30,8733.976,Northeast
44308,2022-08-30,13928.5021,Northwest
44309,2022-08-30,31091.8093,Southeast
44310,2022-08-30,207.7582,Southeast
44311,2022-08-30,8279.3334,Northeast
44312,2022-08-30,2361.5536,Northwest
44313,2022-08-30,29323.3854,Northeast
44314,2022-08-30,47410.6684,Southwest
44315,2022-08-30,2923.7113,Southwest
44316,2022-08-30,4262.3494,Central
44317,2022-08-30,38199.897,Southwest
44318,2022-08-30,23749.8917,Southeast
44319,2022-08-30,38566.9973,Southeast
44320,2022-08-30,3953.9884,United Kingdom
44321,2022-08-30,3953.9884,Northwest
44322,2022-08-30,772.5036,France
44323,2022-08-30,3756.989,Australia
44324,2022-08-31,3953.9884,France
44325,2022-08-31,3729.364,Australia
44326,2022-08-31,3953.9884,Australia
44327,2022-09-01,3953.9884,Southwest
44328,2022-09-01,3953.9884,Australia
44329,2022-09-01,3953.9884,Australia
44330,2022-09-01,3953.9884,Southwest
44331,2022-09-02,3953.9884,Northwest
44332,2022-09-02,3953.9884,Australia
44333,2022-09-03,3756.989,United Kingdom
44334,2022-09-03,3953.9884,Southwest
44335,2022-09-03,772.5036,United Kingdom
44336,2022-09-03,3756.989,Northwest
44337,2022-09-03,3729.364,Australia
44338,2022-09-03,3953.9884,Australia
44339,2022-09-03,3953.9884,Australia
44340,2022-09-03,3953.9884,Australia
44341,2022-09-04,3729.364,Southwest
44342,2022-09-04,772.5036,Northwest
44343,2022-09-04,3953.9884,Australia
44344,2022-09-05,3953.9884,United Kingdom
44345,2022-09-05,3953.9884,Southwest
44346,2022-09-05,772.5036,Southwest
